instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,120,0,120,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,120,0,120,0,1617.2537052000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/silence.mp3,visual,1617.2506066000005,1617.6675539000007,1617.8686664000006,1617.8686664000006,1617.8681639666668,1619.1199839,1626.5885169000003,1626.3984100000007,[],,1626.4850304000001,,,,1626.4851124000006,None,,,1626.4851716000003,1626.4851893000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,121,0,121,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,121,0,121,0,1626.5885169000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_11_sub_0.mp4,audios/silence.mp3,visual,1626.5838392000005,1626.9893991,1627.1902934,1627.1902934,1627.1902522666671,1628.4416045000007,1637.4323206,1637.2230326,[],,1637.3091758,,,,1637.3092386000008,None,,,1637.3092996000005,1637.3093418000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,122,0,122,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,122,0,122,0,1637.4323206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_14_sub_2.mp4,audios/clip_hund_14_sub_2.mp3,audiovisual,1637.4274353,1637.8157190000002,1638.0185837,1638.0185837,1638.0155634666673,,1648.0908717000002,1647.9201498000002,"[5.86664219999966, 8.6930997999998]",,1648.0010056,,,,1648.0010410000004,None,,,1648.0010751,1648.0011028,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,123,0,123,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,123,0,123,0,1648.0908717000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/silence.mp3,visual,1648.0875001000004,1648.5154554,1648.7163552000002,1648.7163552000002,1648.7156746666672,1649.9678376000002,1659.3346979000007,1659.1494189000005,[],,1659.2467879000005,,,,1659.2468313,None,,,1659.2468743,1659.2468988,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,124,0,124,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,124,0,124,0,1659.3346979000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_19_sub_0.mp4,audios/silence.mp3,visual,1659.3309882000003,1659.7542151000007,1659.9534958000004,1659.9534958000004,1659.9533701666671,1661.2049452,1671.4851247000006,1671.3040594000004,[],,1671.3926267000006,,,,1671.3926749000002,None,,,1671.3927085000005,1671.3927270000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,125,0,125,,,,,,,,,,,,,,,,,,,,,,2,2.5482899999997244,None,None,,,,,,,,,,,125,0,125,0,1671.4851247000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/silence.mp3,visual,1671.4808493,1671.904864,1672.1054382000002,1672.1054382000002,1672.1050597666674,1673.3572407000001,1684.2120092000005,1684.1241444000007,[],2,1684.2081585000005,1684.2120092000005,1684.2120092000005,1684.2120092000005,1686.7667715000007,2,2.5482899999997244,None,1686.7668652000002,1686.7669116000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,126,0,126,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,126,0,126,0,1686.8797159000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_34_nosub_1.mp4,audios/silence.mp3,visual,1686.8761419000002,1687.2814877,1687.4816012000001,1687.4816012000001,1687.4814985666674,1688.7333207000001,1698.0872839000003,1697.9143667000008,[],,1698.0025762000005,,,,1698.0026176000001,None,,,1698.0026583,1698.0026822,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,127,0,127,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,127,0,127,0,1698.0872839000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_01_sub_0.mp4,audios/silence.mp3,visual,1698.0814696000007,1698.5151645000005,1698.7173113,1698.7173113,1698.7164172666673,1699.968581,1709.6941634000004,1709.5163503000003,[],,1709.6037686,,,,1709.6038581000003,None,,,1709.6039174000007,1709.6039361000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,128,0,128,,,,,,,,,,,,,,,,,,,,,,1,1.986525100000108,None,None,,,,,,,,,,,128,0,128,0,1709.6941634000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_14_sub_0.mp4,audios/silence.mp3,visual,1709.6911887000006,1710.1164005,1710.3174444000006,1710.3174444000006,1710.317354666667,1711.5688388000008,1720.9464108000002,1720.8497917000004,[],1,1720.9428735000001,1720.9464108000002,1720.9464108000002,1720.9464108000002,1722.9451123,1,1.986525100000108,None,1722.9451695000007,1722.9451943000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,129,0,129,,,,,,,,,,,,,,,,,,,,,,2,3.859676000000036,None,None,,,,,,,,,,,129,0,129,0,1723.0428419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_35_sub_0.mp4,audios/silence.mp3,visual,1723.038216,1723.4541344,1723.6545207,1723.6545207,1723.6542249666666,1724.9061803000004,1734.1919821000001,1734.0874082,[],2,1734.188013,1734.1919821000001,1734.1919821000001,1734.1919821000001,1738.0524233000006,2,3.859676000000036,None,1738.0524709000001,1738.0524887000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,130,0,130,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,130,0,130,0,1738.1672306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_17_sub_1.mp4,audios/clip_claude_17_sub_1.mp3,audiovisual,1738.1629984,1738.5513008000007,1738.7520128000006,1738.7520128000006,1738.7519196666674,1750.2693953000007,1750.4780315000007,1750.2695687000005,[10.36268360000031],,1750.3640679,,,,1750.3640984000003,None,,,1750.3641251,1750.3641395000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,131,0,131,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,131,0,131,0,1750.4780315000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/silence.mp3,visual,1750.4756242000003,1750.8633265000008,1751.0648379000004,1751.0648379000004,1751.0642474666668,1752.3153151000006,1761.5718730000008,1761.3638173,"[5.941653799999585, 7.3189344000002166]",,1761.4471823000003,,,,1761.447244,None,,,1761.4473882000002,1761.4474366000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,132,0,132,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,132,0,132,0,1761.5718730000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_04_nosub_0.mp4,audios/clip_herz_04_nosub_0.mp3,audiovisual,1761.5681195000006,1761.9566523000003,1762.1567278000002,1762.1567278000002,1762.156429466667,1773.3294769000004,1773.3294769000004,1773.1736551000004,[7.855394799999885],,1773.2473341000004,,,,1773.2473845000004,None,,,1773.2474369000001,1773.2474749000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,133,0,133,,,,,,,,,,,,,,,,,,,,,,3,2.2826614000005065,None,None,,,,,,,,,,,133,0,133,0,1773.3294769000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_05_nosub_0.mp4,audios/silence.mp3,visual,1773.3269374000001,1773.7501010000005,1773.9503811000004,1773.9503811000004,1773.950215066667,1775.2015921000002,1783.4473442000008,1783.3491694000004,[],3,1783.4440505000002,1783.4473442000008,1783.4473442000008,1783.4473442000008,1785.7437070000005,3,2.2826614000005065,None,1785.7437642000004,1785.7437880000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,134,0,134,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,134,0,134,0,1785.8585550000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/silence.mp3,visual,1785.8533534000007,1786.2428550000004,1786.4435089000008,1786.4435089000008,1786.4432744666667,1787.6948818,1799.2247485000007,1798.9960978,[4.367201000000023],,1799.1160225000003,,,,1799.1160543000005,None,,,1799.1160811,1799.1160990000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,135,0,135,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,135,0,135,0,1799.2247485000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_08_nosub_1.mp4,audios/clip_wurst_08_nosub_1.mp3,audiovisual,1799.2213914000004,1799.6300569000005,1799.8305587000004,1799.8305587000004,1799.830303566667,1808.3607995000002,1808.5478418000002,1808.3609571000006,[5.263665499999661],,1808.4459535000005,,,,1808.4460002000005,None,,,1808.4460436,1808.4460674000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,136,0,136,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,136,0,136,0,1808.5478418000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_17_nosub_0.mp4,audios/clip_holo_17_nosub_0.mp3,audiovisual,1808.5441005000002,1808.9497581000005,1809.1497654000004,1809.1497654000004,1809.1496126666673,1818.9817354000006,1819.1943878000002,1818.9818979000001,[],,1819.0755500000005,,,,1819.0755856000005,None,,,1819.0756215000001,1819.0756372000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,137,0,137,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,137,0,137,0,1819.1943878000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,audiovisual,1819.1906574000004,1819.5788551000005,1819.7797959,1819.7797959,1819.7794142666673,1829.3008777000005,1829.3008777000005,1829.1100476000001,[4.916613599999437],,1829.1932707000005,,,,1829.1933357000007,None,,,1829.1933897,1829.1934169000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,138,0,138,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,138,0,138,0,1829.3008777000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_06_nosub_0.mp4,audios/silence.mp3,visual,1829.2950815000004,1829.7010606000003,1829.9009323,1829.9009323,1829.9007754666666,1831.1530513000007,1840.4554696000005,1840.2342484,[5.651195899999948],,1840.3390263000001,,,,1840.3390654000004,None,,,1840.3391266000008,1840.3391581000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,139,0,139,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,139,0,139,0,1840.4554696000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/clip_lied_12_nosub_0.mp3,audiovisual,1840.4522660000002,1840.8516245,1841.0519557000007,1841.0519557000007,1841.0515122666668,1850.0832599000005,1850.2782791,1850.0834527000006,[],,1850.1761642000001,,,,1850.1762036,None,,,1850.1762423,1850.1762619,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,140,0,140,,,,,,,,,,,,,,,,,,,,,,1,3.3980735999994067,None,None,,,,,,,,,,,140,0,140,0,1850.2782791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/silence.mp3,visual,1850.274695,1850.6920096000003,1850.8920347000003,1850.8920347000003,1850.8917884666673,1852.1437006000006,1863.0116975,1862.9114677000007,[],1,1863.0085659000006,1863.0116975,1863.0116975,1863.0116975,1866.4248964000008,1,3.3980735999994067,None,1866.4249549000006,1866.4249790000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,141,0,141,,,,,,,,,,,,,,,,,,,,,,4,2.7585246999997253,None,None,,,,,,,,,,,141,0,141,0,1866.5298864000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_17_sub_0.mp4,audios/silence.mp3,visual,1866.5270281000003,1866.9339566000008,1867.1347667,1867.1347667,1867.1346050666673,1868.3858088000006,1875.2504554000006,1875.1629745,[],4,1875.2467284000004,1875.2504554000006,1875.2504554000006,1875.2504554000006,1878.0225166,4,2.7585246999997253,None,1878.0225828000002,1878.0226124,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,142,0,142,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,142,0,142,0,1878.1530160000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_12_sub_1.mp4,audios/clip_holo_12_sub_1.mp3,audiovisual,1878.1478103,1878.5229723000002,1878.7252647000005,1878.7252647000005,1878.723544466667,1888.7556526000008,1888.9824346000005,1888.7558294,[],,1888.8596468000005,,,,1888.8596792000008,None,,,1888.8597079,1888.8597236000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,143,0,143,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,143,0,143,0,1888.9824346000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/clip_wurst_06_nosub_2.mp3,audiovisual,1888.9787310000002,1889.3739669000006,1889.5739658000002,1889.5739658000002,1889.5733274666666,1900.8394269,1900.8394269,1900.6740801000005,"[2.7357935999998517, 8.316278299999794]",,1900.7526997000004,,,,1900.7527382000007,None,,,1900.7527703000005,1900.7527917000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,144,0,144,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,144,0,144,0,1900.8394269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/silence.mp3,visual,1900.8367291000004,1901.2575605000002,1901.4582254000006,1901.4582254000006,1901.4579502666668,1902.7101204,1912.0131841000002,1911.7909834000002,[],,1911.8834018000007,,,,1911.8834377000003,None,,,1911.8834744000005,1911.8834903000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,145,0,145,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,145,0,145,0,1912.0131841000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_01_sub_2.mp4,audios/clip_claude_01_sub_2.mp3,audiovisual,1912.0098192000005,1912.3925649000003,1912.5924404000007,1912.5924404000007,1912.5918753666667,,1923.7412803000007,1923.5475874000003,[7.088146800000686],,1923.6459319000005,,,,1923.6459712000005,None,,,1923.6460044000005,1923.6460229000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,146,0,146,,,,,,,,,,,,,,,,,,,,,,1,3.009172499999295,None,None,,,,,,,,,,,146,0,146,0,1923.7412803000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/silence.mp3,visual,1923.7369433000003,1924.151422,1924.3522910000002,1924.3522910000002,1924.3517676666672,1925.6038370000006,1936.8511277000007,1936.7550260000007,[9.049347099999977],1,1936.8473843000002,1936.8511277000007,1936.8511277000007,1936.8511277000007,1939.8679428000005,1,3.009172499999295,None,1939.8680058,1939.8680344000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,147,0,147,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,147,0,147,0,1939.9727251000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/silence.mp3,visual,1939.9690774,1940.3767188000002,1940.5771571000005,1940.5771571000005,1940.577042066667,1941.829224,1951.8759739000006,1951.6782596000003,[],,1951.7626754000003,,,,1951.7627068000002,None,,,1951.7627336000005,1951.7627513000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,148,0,148,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,148,0,148,0,1951.8759739000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_19_sub_1.mp4,audios/silence.mp3,visual,1951.8717902000008,1952.2703069,1952.4712478000001,1952.4712478000001,1952.4706522666668,1953.7238908,1963.3885919000004,1963.1705643000005,[5.24715709999964],,1963.2677812000002,,,,1963.2678173000004,None,,,1963.2678748000008,1963.2679138000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,149,0,149,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,149,0,149,0,1963.3885919000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_04_nosub_0.mp4,audios/clip_weißt_04_nosub_0.mp3,audiovisual,1963.3845112,1963.77196,1963.9719404000007,1963.9719404000007,1963.971791166667,,1974.2472316000003,1974.0727418000006,[],,1974.1564769000006,,,,1974.1565201000003,None,,,1974.1565508000003,1974.1565686000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,150,0,150,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,150,0,150,0,1974.2472316000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_22_sub_1.mp4,audios/silence.mp3,visual,1974.2428572,1974.6558606000008,1974.8561194000004,1974.8728418,1974.872786066667,1976.1241107000005,1985.0948420000004,1984.9043829000002,[9.017816999999923],,1984.9969198,,,,1984.9969660000006,None,,,1984.9970040000007,1984.9970236,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,151,0,151,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,151,0,151,0,1985.0948420000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_04_sub_0.mp4,audios/silence.mp3,visual,1985.0922020000007,1985.4974509000003,1985.6989241,1985.6989241,1985.6969487666668,1986.9319148000004,1996.8976315,1996.6814384,[],,1996.7779959,,,,1996.7780643000006,None,,,1996.7781093000003,1996.7781363000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,152,0,152,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,152,0,152,0,1996.8976315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_14_sub_0.mp4,audios/clip_lied_14_sub_0.mp3,audiovisual,1996.8939645,1997.2814739000005,1997.4836485000005,1997.4836485000005,1997.4817277666673,,2007.3778816000004,2007.1860835000007,[],,2007.2838846000004,,,,2007.2839259000002,None,,,2007.2839918,2007.2840306000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,153,0,153,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,153,0,153,0,2007.3778816000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_03_nosub_1.mp4,audios/silence.mp3,visual,2007.3735380000007,2007.7893097000006,2007.9900827000001,2007.9900827000001,2007.9900660666674,2009.2416529000002,2020.1073617000002,2019.8925928000008,[6.486008799999581],,2019.9839597,,,,2019.9839976000003,None,,,2019.9840344000004,2019.9840504000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,154,0,154,,,,,,,,,,,,,,,,,,,,,,4,3.8282718000000386,None,None,,,,,,,,,,,154,0,154,0,2020.1073617000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_03_nosub_0.mp4,audios/clip_weißt_03_nosub_0.mp3,audiovisual,2020.1036834000006,2020.4914949000004,2020.6921402000007,2020.6921402000007,2020.6919346666666,2032.7105958000002,2032.8176662000005,2032.7107238000008,[],4,2032.8143821000003,2032.8176662000005,2032.8176662000005,2032.8176662000005,2036.6588998000007,4,3.8282718000000386,None,2036.6589572000003,2036.6589830000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,155,0,155,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,155,0,155,0,2036.8012437000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_23_sub_1.mp4,audios/clip_holo_23_sub_1.mp3,audiovisual,2036.7973822000004,2037.1677346000006,2037.3679170000005,2037.3679170000005,2037.3677007666668,2047.402239,2047.6028543000002,2047.4024016000003,[],,2047.5056068000004,,,,2047.5056435000006,None,,,2047.5056724000005,2047.5056868000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,156,0,156,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,156,0,156,0,2047.6028543000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/silence.mp3,visual,2047.5975818000006,2048.0094807000005,2048.2097944000006,2048.2097944000006,2048.209732466667,2049.4617241000005,2057.9413688000004,2057.7424272999997,[7.483073700001114],,2057.843364800001,,,,2057.8434354,None,,,2057.843481600001,2057.8435033000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
